Job Title,Algeria Count,Standardized Percentage Algeria,Bahrain Count,Standardized Percentage Bahrain,Djibouti Count,Standardized Percentage Djibouti,Egypt Count,Standardized Percentage Egypt,Iraq Count,Standardized Percentage Iraq,Jordan Count,Standardized Percentage Jordan,Kuwait Count,Standardized Percentage Kuwait,Lebanon Count,Standardized Percentage Lebanon,Libya Count,Standardized Percentage Libya,Mauritania Count,Standardized Percentage Mauritania,Morocco Count,Standardized Percentage Morocco,Oman Count,Standardized Percentage Oman,Palestine Count,Standardized Percentage Palestine,Qatar Count,Standardized Percentage Qatar,Saudi Arabia Count,Standardized Percentage Saudi Arabia,Somalia Count,Standardized Percentage Somalia,Sudan Count,Standardized Percentage Sudan,Syria Count,Standardized Percentage Syria,Tunisia Count,Standardized Percentage Tunisia,United Arab Emirates Count,Standardized Percentage United Arab Emirates,Yemen Count,Standardized Percentage Yemen,US Count,Standardized Percentage US
construction scaffolding supervisor,2,0.00490954,16,0.01588531,,,28,0.00791166,30,0.05826261,8,0.00937295,83,0.01698759,3,0.00193899,,,,,10,0.01168675,,,,,231,0.07374208,497,0.08994531,2,0.00837135,,,,,7,0.00768969,143,0.01234896,6,0.06003002,20,0.00577351
container equipment design engineer,2,0.00490954,43,0.04269177,,,22,0.0062163,5,0.00971043,4,0.00468647,49,0.01002882,6,0.00387797,,,1,0.0907441,7,0.00818072,,,,,21,0.00670383,74,0.01339226,3,0.01255703,,,,,3,0.00329558,68,0.00587223,,,51,0.01472244
precision device inspector,2,0.00490954,1,0.00099283,,,25,0.00706398,2,0.00388417,,,4,0.00081868,,,1,0.01280082,,,4,0.0046747,,,,,47,0.0150038,265,0.04795877,4,0.01674271,,,,,7,0.00768969,28,0.00241798,,,26,0.00750556
supermarket manager,2,0.00490954,74,0.07346955,,,121,0.03418968,31,0.0602047,46,0.05389446,624,0.12771392,156,0.1008273,1,0.01280082,,,20,0.0233735,,,1,0.00882924,159,0.05075753,134,0.02425085,37,0.15487003,6,0.04024955,9,0.14677104,8,0.00878822,1238,0.1069092,1,0.010005,238,0.06870471
automated fly bar operator,2,0.00490954,1,0.00099283,,,9,0.00254303,2,0.00388417,,,,,2,0.00129266,,,,,5,0.00584337,,,,,2,0.00063846,7,0.00126684,2,0.00837135,,,2,0.03261579,8,0.00878822,26,0.00224527,,,28,0.00808291
historian,2,0.00490954,1,0.00099283,,,22,0.0062163,1,0.00194209,3,0.00351486,9,0.00184203,2,0.00129266,,,,,3,0.00350602,,,,,2,0.00063846,15,0.00271465,,,,,,,11,0.0120838,22,0.00189984,,,4,0.0011547
immigration policy officer,2,0.00490954,,,,,48,0.01356285,5,0.00971043,17,0.01991752,13,0.00266071,17,0.01098759,1,0.01280082,2,0.1814882,6,0.00701205,,,,,7,0.00223461,21,0.00380051,4,0.01674271,11,0.07379084,,,13,0.01428085,54,0.00466324,2,0.02001001,3,0.00086603
movie distributor,2,0.00490954,3,0.0029785,,,10,0.00282559,,,4,0.00468647,13,0.00266071,6,0.00387797,,,,,4,0.0046747,,,,,3,0.00095769,14,0.00253367,2,0.00837135,,,,,2,0.00219705,13,0.00112263,3,0.03001501,9,0.00259808
metalworking lathe operator,2,0.00490954,7,0.00694982,,,3,0.00084768,,,1,0.00117162,106,0.02169499,27,0.01745088,,,,,2,0.00233735,,,,,10,0.0031923,65,0.01176347,,,,,1,0.01630789,,,108,0.00932649,,,13,0.00375278
academic advisor,2,0.00490954,9,0.00893549,,,74,0.02090939,48,0.09322017,31,0.03632018,74,0.01514556,17,0.01098759,4,0.05120328,1,0.0907441,4,0.0046747,,,6,0.05297545,71,0.02266531,152,0.02750842,6,0.02511406,5,0.03354129,,,67,0.0736013,142,0.01226261,11,0.11005503,45,0.01299039
music teacher,2,0.00490954,33,0.03276345,,,124,0.03503735,8,0.0155367,26,0.03046209,110,0.02251367,22,0.01421923,1,0.01280082,,,6,0.00701205,,,2,0.01765848,70,0.02234608,89,0.01610691,,,,,,,5,0.00549263,497,0.04291912,,,135,0.03897116
aquaculture site supervisor,2,0.00490954,1,0.00099283,,,5,0.0014128,,,1,0.00117162,7,0.00143269,,,,,,,,,,,,,9,0.00287307,34,0.0061532,4,0.01674271,,,,,,,104,0.00898106,,,11,0.00317543
"import export manager in machinery, industrial equipment, ships and aircraft",2,0.00490954,8,0.00794265,,,40,0.01130237,3,0.00582626,5,0.00585809,167,0.03417985,3,0.00193899,1,0.01280082,1,0.0907441,1,0.00116867,,,,,25,0.00798074,31,0.00561027,,,2,0.01341652,1,0.01630789,,,61,0.00526774,,,1,0.00028868
horticulture production manager,2,0.00490954,6,0.00595699,,,18,0.00508607,11,0.02136296,5,0.00585809,7,0.00143269,2,0.00129266,,,,,7,0.00818072,,,1,0.00882924,25,0.00798074,64,0.01158249,9,0.03767109,1,0.00670826,,,16,0.01757643,54,0.00466324,2,0.02001001,9,0.00259808
youth worker,2,0.00490954,3,0.0029785,,,134,0.03786295,10,0.01942087,45,0.05272284,19,0.00388873,27,0.01745088,9,0.11520737,,,1,0.00116867,,,1,0.00882924,1,0.00031923,24,0.00434344,10,0.04185677,2,0.01341652,,,8,0.00878822,33,0.00284976,1,0.010005,63,0.01818654
exhibition curator,2,0.00490954,11,0.01092115,,,62,0.01751868,1,0.00194209,13,0.01523104,12,0.00245604,3,0.00193899,2,0.02560164,,,7,0.00818072,,,2,0.01765848,57,0.0181961,84,0.01520202,4,0.01674271,,,,,1,0.00109853,218,0.01882569,,,16,0.0046188
actuarial consultant,2,0.00490954,14,0.01389964,,,88,0.02486522,3,0.00582626,6,0.00702971,11,0.00225137,36,0.02326784,,,1,0.0907441,67,0.07830121,,,,,76,0.02426146,100,0.01809765,1,0.00418568,,,,,17,0.01867496,119,0.01027641,2,0.02001001,161,0.04647672
midwife,2,0.00490954,21,0.02084947,,,9,0.00254303,9,0.01747878,30,0.03514856,95,0.01944363,44,0.02843847,2,0.02560164,,,2,0.00233735,,,8,0.07063394,111,0.0354345,223,0.04035775,33,0.13812733,8,0.05366606,3,0.04892368,4,0.00439411,540,0.04663245,38,0.3801901,78,0.02251667
commercial art gallery manager,2,0.00490954,5,0.00496416,,,12,0.00339071,1,0.00194209,15,0.01757428,6,0.00122802,4,0.00258532,,,,,17,0.01986747,,,,,23,0.00734228,55,0.00995371,5,0.02092838,,,1,0.01630789,,,49,0.00423146,1,0.010005,20,0.00577351
energy trader,2,0.00490954,3,0.0029785,,,1,0.00028256,,,1,0.00117162,11,0.00225137,1,0.00064633,,,,,6,0.00701205,,,,,20,0.0063846,50,0.00904882,,,,,,,25,0.02746317,146,0.01260803,,,30,0.00866026
meat preparations operator,2,0.00490954,3,0.0029785,,,5,0.0014128,1,0.00194209,7,0.00820133,12,0.00245604,3,0.00193899,1,0.01280082,,,12,0.0140241,,,,,2,0.00063846,6,0.00108586,,,,,,,2,0.00219705,18,0.00155441,,,1,0.00028868
"wholesale merchant in coffee, tea, cocoa and spices",2,0.00490954,2,0.00198566,,,6,0.00169536,1,0.00194209,6,0.00702971,41,0.00839146,1,0.00064633,,,,,,,,,,,5,0.00159615,5,0.00090488,1,0.00418568,,,,,,,14,0.00120899,,,,
matrose,2,0.00490954,3,0.0029785,,,15,0.00423839,2,0.00388417,5,0.00585809,21,0.00429806,10,0.00646329,4,0.05120328,,,9,0.01051807,,,,,4,0.00127692,16,0.00289562,,,,,,,6,0.00659116,27,0.00233162,,,8,0.0023094
social services policy officer,2,0.00490954,11,0.01092115,,,55,0.01554076,80,0.15536696,66,0.07732683,6,0.00122802,57,0.03684074,3,0.03840246,3,0.2722323,7,0.00818072,,,2,0.01765848,20,0.0063846,33,0.00597222,27,0.11301327,16,0.10733213,5,0.08153947,5,0.00549263,64,0.00552681,10,0.10005003,50,0.01443376
photography shop manager,2,0.00490954,7,0.00694982,,,20,0.00565119,11,0.02136296,9,0.01054457,124,0.02537905,15,0.00969493,9,0.11520737,,,1,0.00116867,,,2,0.01765848,21,0.00670383,12,0.00217172,1,0.00418568,2,0.01341652,,,3,0.00329558,92,0.00794479,,,166,0.04792009
statistical assistant,2,0.00490954,19,0.0188638,,,29,0.00819422,7,0.01359461,11,0.01288781,65,0.01330353,11,0.00710962,1,0.01280082,,,14,0.01636145,,,1,0.00882924,55,0.01755764,27,0.00488636,12,0.05022812,3,0.02012477,1,0.01630789,12,0.01318232,103,0.00889471,2,0.02001001,87,0.02511475
"wholesale merchant in fish, crustaceans and molluscs",2,0.00490954,,,,,2,0.00056512,,,12,0.01405942,3,0.00061401,,,,,,,13,0.01519277,,,,,,,11,0.00199074,,,,,,,,,5,0.00043178,,,6,0.00173205
performance lighting technician,2,0.00490954,13,0.01290681,,,117,0.03305944,,,3,0.00351486,121,0.02476504,23,0.01486556,,,,,14,0.01636145,,,,,78,0.02489992,104,0.01882155,2,0.00837135,,,3,0.04892368,,,202,0.01744399,,,26,0.00750556
social work supervisor,2,0.00490954,13,0.01290681,,,56,0.01582332,36,0.06991513,20,0.02343237,24,0.00491207,21,0.01357291,5,0.0640041,1,0.0907441,3,0.00350602,,,13,0.11478015,52,0.01659995,63,0.01140152,4,0.01674271,11,0.07379084,1,0.01630789,8,0.00878822,75,0.00647673,12,0.12006003,175,0.05051817
veneer slicer operator,2,0.00490954,,,,,2,0.00056512,1,0.00194209,,,,,,,,,,,,,,,,,4,0.00127692,2,0.00036195,,,,,,,,,1,0.00008636,,,7,0.00202073
secondary school department head,2,0.00490954,22,0.0218423,,,80,0.02260474,9,0.01747878,16,0.0187459,33,0.0067541,11,0.00710962,2,0.02560164,,,19,0.02220482,,,,,67,0.02138839,113,0.02045034,6,0.02511406,2,0.01341652,3,0.04892368,41,0.0450396,223,0.01925747,1,0.010005,26,0.00750556
scraper operator,2,0.00490954,1,0.00099283,,,5,0.0014128,3,0.00582626,,,3,0.00061401,5,0.00323164,,,,,1,0.00116867,,,,,1,0.00031923,4,0.00072391,,,,,,,1,0.00109853,6,0.00051814,,,,
mine electrical engineer,2,0.00490954,16,0.01588531,,,56,0.01582332,6,0.01165252,5,0.00585809,39,0.00798212,32,0.02068252,,,,,6,0.00701205,,,,,27,0.0086192,50,0.00904882,1,0.00418568,2,0.01341652,5,0.08153947,3,0.00329558,35,0.00302247,2,0.02001001,6,0.00173205
froth flotation deinking operator,2,0.00490954,,,,,4,0.00113024,,,32,0.0374918,14,0.00286538,1,0.00064633,,,,,14,0.01636145,,,,,2,0.00063846,2,0.00036195,,,,,,,10,0.01098527,3,0.00025907,,,5,0.00144338
emergency ambulance driver,2,0.00490954,46,0.04567026,,,34,0.00960702,73,0.14177235,8,0.00937295,32,0.00654943,5,0.00323164,,,,,21,0.02454217,,,11,0.09712167,53,0.01691918,122,0.02207913,4,0.01674271,2,0.01341652,,,22,0.02416759,155,0.01338524,2,0.02001001,84,0.02424872
energy assessor,2,0.00490954,1,0.00099283,,,11,0.00310815,,,5,0.00585809,6,0.00122802,2,0.00129266,,,,,21,0.02454217,,,,,18,0.00574614,10,0.00180976,1,0.00418568,,,1,0.01630789,2,0.00219705,7,0.00060449,,,15,0.00433013
prop master/prop mistress,2,0.00490954,,,,,2,0.00056512,,,,,4,0.00081868,4,0.00258532,,,,,,,,,,,4,0.00127692,4,0.00072391,,,,,,,1,0.00109853,4,0.00034543,,,1,0.00028868
knowledge engineer,2,0.00490954,8,0.00794265,,,52,0.01469308,17,0.03301548,14,0.01640266,35,0.00716344,13,0.00840228,1,0.01280082,,,50,0.05843374,,,1,0.00882924,12,0.00383076,66,0.01194445,3,0.01255703,2,0.01341652,,,21,0.02306906,64,0.00552681,1,0.010005,144,0.04156924
social counsellor,2,0.00490954,4,0.00397133,,,9,0.00254303,11,0.02136296,55,0.06443903,20,0.00409339,20,0.01292658,,,1,0.0907441,1,0.00116867,,,4,0.03531697,8,0.00255384,4,0.00072391,2,0.00837135,7,0.04695781,1,0.01630789,22,0.02416759,47,0.00405875,2,0.02001001,180,0.05196155
kitchen unit installer,2,0.00490954,8,0.00794265,,,15,0.00423839,,,7,0.00820133,87,0.01780627,16,0.01034126,1,0.01280082,,,3,0.00350602,,,,,19,0.00606537,20,0.00361953,3,0.01255703,,,,,,,121,0.01044912,,,29,0.00837158
chief fire officer,2,0.00490954,23,0.02283513,,,1,0.00028256,115,0.22334,3,0.00351486,60,0.01228018,,,,,1,0.0907441,1,0.00116867,,,,,44,0.01404611,59,0.01067761,,,,,,,4,0.00439411,27,0.00233162,,,5,0.00144338
mental health social worker,2,0.00490954,2,0.00198566,,,9,0.00254303,25,0.04855217,89,0.10427407,7,0.00143269,17,0.01098759,2,0.02560164,,,,,,,11,0.09712167,3,0.00095769,11,0.00199074,2,0.00837135,5,0.03354129,,,3,0.00329558,20,0.00172713,12,0.12006003,637,0.18388615
material testing technician,2,0.00490954,6,0.00595699,,,8,0.00226047,7,0.01359461,2,0.00234324,20,0.00409339,6,0.00387797,3,0.03840246,,,51,0.05960242,,,2,0.01765848,37,0.0118115,61,0.01103957,5,0.02092838,,,,,15,0.0164779,89,0.00768572,,,80,0.02309402
orthopaedic supply shop manager,2,0.00490954,10,0.00992832,,,24,0.00678142,1,0.00194209,7,0.00820133,38,0.00777745,26,0.01680455,,,,,,,,,,,27,0.0086192,88,0.01592593,1,0.00418568,,,1,0.01630789,2,0.00219705,61,0.00526774,2,0.02001001,63,0.01818654
survey enumerator,2,0.00490954,,,,,6,0.00169536,80,0.15536696,15,0.01757428,13,0.00266071,37,0.02391417,1,0.01280082,,,,,,,2,0.01765848,6,0.00191538,16,0.00289562,36,0.15068436,2,0.01341652,,,47,0.05163076,14,0.00120899,5,0.05002501,3,0.00086603
business economics researcher,2,0.00490954,2,0.00198566,,,61,0.01723612,4,0.00776835,19,0.02226076,6,0.00122802,8,0.00517063,2,0.02560164,,,24,0.0280482,,,,,41,0.01308842,79,0.01429714,3,0.01255703,3,0.02012477,,,3,0.00329558,104,0.00898106,,,22,0.00635086
precision mechanic,2,0.00490954,1,0.00099283,,,7,0.00197792,16,0.03107339,20,0.02343237,23,0.0047074,2,0.00129266,2,0.02560164,,,30,0.03506025,,,,,1,0.00031923,24,0.00434344,2,0.00837135,1,0.00670826,,,5,0.00549263,97,0.00837657,,,6,0.00173205
volunteer mentor,2,0.00490954,3,0.0029785,,,10,0.00282559,13,0.02524713,20,0.02343237,53,0.0108475,15,0.00969493,1,0.01280082,,,,,,,,,2,0.00063846,24,0.00434344,,,,,,,,,23,0.0019862,8,0.08004002,68,0.01962992
desktop publisher,2,0.00490954,5,0.00496416,,,55,0.01554076,,,,,31,0.00634476,16,0.01034126,,,,,,,,,,,25,0.00798074,32,0.00579125,,,1,0.00670826,,,2,0.00219705,76,0.00656309,,,62,0.01789787
oil refinery control room operator,2,0.00490954,1,0.00099283,,,15,0.00423839,2,0.00388417,4,0.00468647,21,0.00429806,6,0.00387797,2,0.02560164,3,0.2722323,5,0.00584337,,,,,52,0.01659995,96,0.01737374,,,6,0.04024955,,,15,0.0164779,79,0.00682215,,,37,0.01068098
conceptual artist,2,0.00490954,1,0.00099283,,,15,0.00423839,,,13,0.01523104,5,0.00102335,3,0.00193899,,,,,36,0.04207229,,,,,3,0.00095769,8,0.00144781,1,0.00418568,,,,,2,0.00219705,32,0.0027634,1,0.010005,26,0.00750556
migrant social worker,2,0.00490954,9,0.00893549,,,16,0.00452095,15,0.0291313,21,0.02460399,39,0.00798212,6,0.00387797,3,0.03840246,,,2,0.00233735,,,,,16,0.00510768,12,0.00217172,8,0.03348541,2,0.01341652,,,6,0.00659116,18,0.00155441,2,0.02001001,10,0.00288675
digital literacy teacher,2,0.00490954,4,0.00397133,,,20,0.00565119,6,0.01165252,12,0.01405942,11,0.00225137,25,0.01615822,,,,,,,,,1,0.00882924,10,0.0031923,16,0.00289562,6,0.02511406,,,,,1,0.00109853,44,0.00379968,,,17,0.00490748
fitter and turner,2,0.00490954,7,0.00694982,,,22,0.0062163,,,2,0.00234324,148,0.03029112,3,0.00193899,1,0.01280082,,,6,0.00701205,,,,,22,0.00702305,22,0.00398148,7,0.02929974,,,1,0.01630789,10,0.01098527,75,0.00647673,,,1,0.00028868
immigration officer,2,0.00490954,14,0.01389964,,,10,0.00282559,4,0.00776835,11,0.01288781,145,0.02967711,15,0.00969493,2,0.02560164,,,7,0.00818072,,,1,0.00882924,38,0.01213073,229,0.04144361,3,0.01255703,1,0.00670826,,,2,0.00219705,128,0.01105362,1,0.010005,897,0.25894172
"import export manager in agricultural raw materials, seeds and animal feeds",2,0.00490954,,,,,15,0.00423839,,,4,0.00468647,4,0.00081868,1,0.00064633,,,,,6,0.00701205,,,2,0.01765848,1,0.00031923,6,0.00108586,1,0.00418568,,,,,5,0.00549263,7,0.00060449,,,,
tunnel boring machine operator,2,0.00490954,,,,,5,0.0014128,1,0.00194209,,,4,0.00081868,2,0.00129266,,,,,,,,,,,43,0.01372688,104,0.01882155,5,0.02092838,,,,,2,0.00219705,55,0.0047496,,,14,0.00404145
flowers and plants distribution manager,2,0.00490954,5,0.00496416,,,14,0.00395583,23,0.044668,1,0.00117162,10,0.0020467,1,0.00064633,,,2,0.1814882,1,0.00116867,,,,,7,0.00223461,12,0.00217172,3,0.01255703,,,,,4,0.00439411,18,0.00155441,,,14,0.00404145
bicycle courier,2,0.00490954,205,0.20353051,,,32,0.0090419,8,0.0155367,22,0.02577561,894,0.18297475,9,0.00581696,,,,,5,0.00584337,,,,,427,0.13631111,364,0.06587544,6,0.02511406,,,,,81,0.08898068,1155,0.09974162,,,16,0.0046188
optical disc moulding machine operator,2,0.00490954,,,,,1,0.00028256,,,1,0.00117162,,,,,,,,,1,0.00116867,,,,,1,0.00031923,2,0.00036195,,,,,,,1,0.00109853,5,0.00043178,,,11,0.00317543
script writer,2,0.00490954,1,0.00099283,,,48,0.01356285,,,4,0.00468647,3,0.00061401,21,0.01357291,1,0.01280082,,,3,0.00350602,,,,,,,12,0.00217172,,,4,0.02683303,,,1,0.00109853,33,0.00284976,,,17,0.00490748
landscape architect,2,0.00490954,18,0.01787097,,,191,0.05396883,1,0.00194209,18,0.02108914,64,0.01309886,58,0.03748707,,,,,1,0.00116867,,,,,240,0.07661514,520,0.09410777,7,0.02929974,1,0.00670826,7,0.11415525,1,0.00109853,1424,0.12297149,2,0.02001001,20,0.00577351
electronics and automation vocational teacher,2,0.00490954,1,0.00099283,,,52,0.01469308,12,0.02330504,2,0.00234324,23,0.0047074,8,0.00517063,,,,,2,0.00233735,,,,,25,0.00798074,83,0.01502105,1,0.00418568,2,0.01341652,,,11,0.0120838,113,0.00975827,,,18,0.00519615
vocational teacher,2,0.00490954,3,0.0029785,,,19,0.00536863,16,0.03107339,3,0.00351486,14,0.00286538,6,0.00387797,3,0.03840246,,,1,0.00116867,,,,,16,0.00510768,41,0.00742004,10,0.04185677,,,,,6,0.00659116,97,0.00837657,,,108,0.03117693
amusement and recreation attendant,2,0.00490954,28,0.02779929,,,7,0.00197792,22,0.04272591,4,0.00468647,28,0.00573075,12,0.00775595,,,,,2,0.00233735,,,,,80,0.02553838,36,0.00651515,1,0.00418568,,,,,6,0.00659116,242,0.02089824,,,30,0.00866026
costume attendant,2,0.00490954,6,0.00595699,,,13,0.00367327,1,0.00194209,14,0.01640266,18,0.00368406,4,0.00258532,,,,,4,0.0046747,,,,,54,0.01723841,38,0.00687711,,,,,,,2,0.00219705,113,0.00975827,,,35,0.01010363
insurance broker,2,0.00490954,15,0.01489248,,,117,0.03305944,2,0.00388417,32,0.0374918,146,0.02988178,254,0.16416753,,,,,,,,,,,32,0.01021535,189,0.03420455,1,0.00418568,,,1,0.01630789,60,0.06591161,239,0.02063918,,,389,0.11229468
specialised goods distribution manager,2,0.00490954,2,0.00198566,,,44,0.01243261,4,0.00776835,9,0.01054457,15,0.00307005,7,0.0045243,1,0.01280082,,,6,0.00701205,,,,,39,0.01244996,27,0.00488636,1,0.00418568,1,0.00670826,2,0.03261579,6,0.00659116,118,0.01019005,1,0.010005,63,0.01818654
distillery supervisor,2,0.00490954,7,0.00694982,,,2,0.00056512,,,1,0.00117162,,,,,,,,,,,,,,,,,1,0.00018098,,,,,,,,,8,0.00069085,,,5,0.00144338
idiophone musical instruments maker,2,0.00490954,8,0.00794265,,,4,0.00113024,,,7,0.00820133,8,0.00163736,7,0.0045243,,,,,20,0.0233735,,,,,12,0.00383076,13,0.00235269,1,0.00418568,,,,,10,0.01098527,42,0.00362697,,,2,0.00057735
audiology equipment shop manager,2,0.00490954,1,0.00099283,,,20,0.00565119,1,0.00194209,3,0.00351486,21,0.00429806,4,0.00258532,,,,,37,0.04324097,,,,,9,0.00287307,30,0.00542929,,,1,0.00670826,,,2,0.00219705,86,0.00742665,3,0.03001501,9,0.00259808
animation layout artist,2,0.00490954,2,0.00198566,,,23,0.00649886,9,0.01747878,1,0.00117162,2,0.00040934,7,0.0045243,,,,,5,0.00584337,,,,,17,0.00542691,17,0.0030766,,,,,1,0.01630789,2,0.00219705,28,0.00241798,,,10,0.00288675
video technician,2,0.00490954,54,0.05361291,,,46,0.01299773,10,0.01942087,7,0.00820133,407,0.08330059,13,0.00840228,,,,,6,0.00701205,,,1,0.00882924,134,0.04277679,236,0.04271045,7,0.02929974,3,0.02012477,2,0.03261579,9,0.00988674,291,0.02512971,,,53,0.01529979
business journalist,2,0.00490954,2,0.00198566,,,24,0.00678142,4,0.00776835,12,0.01405942,7,0.00143269,19,0.01228025,,,,,1,0.00116867,,,,,7,0.00223461,29,0.00524832,2,0.00837135,,,,,1,0.00109853,75,0.00647673,,,8,0.0023094
veterinary medicine lecturer,2,0.00490954,3,0.0029785,,,9,0.00254303,,,2,0.00234324,4,0.00081868,6,0.00387797,,,,,17,0.01986747,,,,,15,0.00478845,6,0.00108586,,,,,,,1,0.00109853,33,0.00284976,,,105,0.0303109
3D animator,2,0.00490954,5,0.00496416,,,18,0.00508607,1,0.00194209,2,0.00234324,7,0.00143269,19,0.01228025,,,,,3,0.00350602,,,,,,,16,0.00289562,,,2,0.01341652,,,11,0.0120838,26,0.00224527,,,4,0.0011547
animal artificial insemination technician,2,0.00490954,1,0.00099283,,,2,0.00056512,,,2,0.00234324,4,0.00081868,1,0.00064633,,,,,3,0.00350602,,,,,12,0.00383076,6,0.00108586,,,,,,,1,0.00109853,65,0.00561316,1,0.010005,3,0.00086603
housing manager,2,0.00490954,32,0.03177062,,,61,0.01723612,91,0.17672991,38,0.04452151,226,0.04625536,37,0.02391417,10,0.12800819,,,29,0.03389157,,,,,508,0.16216872,302,0.0546549,13,0.0544138,3,0.02012477,2,0.03261579,9,0.00988674,719,0.06209024,5,0.05002501,478,0.13798678
agricultural machinery technician,2,0.00490954,6,0.00595699,,,7,0.00197792,,,4,0.00468647,36,0.00736811,1,0.00064633,1,0.01280082,,,5,0.00584337,,,,,4,0.00127692,21,0.00380051,,,1,0.00670826,,,2,0.00219705,3,0.00025907,,,10,0.00288675
media integration operator,2,0.00490954,1,0.00099283,,,20,0.00565119,7,0.01359461,1,0.00117162,1,0.00020467,3,0.00193899,4,0.05120328,,,3,0.00350602,,,,,4,0.00127692,27,0.00488636,,,,,,,7,0.00768969,26,0.00224527,,,7,0.00202073
mouldmaker,2,0.00490954,30,0.02978495,,,8,0.00226047,2,0.00388417,7,0.00820133,151,0.03090513,3,0.00193899,,,,,12,0.0140241,,,,,4,0.00127692,10,0.00180976,4,0.01674271,,,1,0.01630789,6,0.00659116,53,0.00457689,,,15,0.00433013
punch press operator,2,0.00490954,,,,,9,0.00254303,7,0.01359461,2,0.00234324,12,0.00245604,7,0.0045243,,,,,,,,,,,31,0.00989612,16,0.00289562,1,0.00418568,,,,,6,0.00659116,30,0.00259069,,,51,0.01472244
building caretaker,2,0.00490954,26,0.02581363,,,20,0.00565119,9,0.01747878,18,0.02108914,68,0.01391754,2,0.00129266,,,,,9,0.01051807,,,,,29,0.00925766,59,0.01067761,11,0.04604244,8,0.05366606,,,9,0.00988674,127,0.01096726,1,0.010005,60,0.01732052
textile technologist,2,0.00490954,,,,,28,0.00791166,,,,,,,,,,,,,,,,,1,0.00882924,5,0.00159615,3,0.00054293,,,,,2,0.03261579,38,0.04174402,14,0.00120899,,,2,0.00057735
exhibition registrar,2,0.00490954,,,,,7,0.00197792,,,1,0.00117162,3,0.00061401,,,,,,,1,0.00116867,,,,,17,0.00542691,13,0.00235269,2,0.00837135,3,0.02012477,,,1,0.00109853,34,0.00293612,,,6,0.00173205
environmental geologist,2,0.00490954,,,,,5,0.0014128,,,,,70,0.01432688,,,,,,,5,0.00584337,,,1,0.00882924,1,0.00031923,23,0.00416246,1,0.00418568,,,,,5,0.00549263,11,0.00094992,,,13,0.00375278
volunteer manager,2,0.00490954,,,,,25,0.00706398,31,0.0602047,94,0.11013216,9,0.00184203,26,0.01680455,13,0.16641065,,,12,0.0140241,,,4,0.03531697,32,0.01021535,42,0.00760101,7,0.02929974,21,0.14087342,,,9,0.00988674,55,0.0047496,8,0.08004002,78,0.02251667
community social worker,2,0.00490954,1,0.00099283,,,19,0.00536863,24,0.04661009,12,0.01405942,1,0.00020467,13,0.00840228,,,,,6,0.00701205,,,,,6,0.00191538,7,0.00126684,,,1,0.00670826,,,,,17,0.00146806,3,0.03001501,41,0.01183569
medical laboratory assistant,2,0.00490954,3,0.0029785,,,31,0.00875934,,,18,0.02108914,98,0.02005764,44,0.02843847,1,0.01280082,1,0.0907441,12,0.0140241,,,1,0.00882924,40,0.01276919,91,0.01646886,1,0.00418568,4,0.02683303,,,19,0.02087201,143,0.01234896,,,85,0.0245374
domestic butler,2,0.00490954,97,0.09630468,,,64,0.0180838,1,0.00194209,7,0.00820133,93,0.01903429,1,0.00064633,,,,,25,0.02921687,,,,,136,0.04341525,204,0.0369192,2,0.00837135,,,3,0.04892368,,,527,0.04550981,,,,
tailor,2,0.00490954,249,0.24721511,,,28,0.00791166,7,0.01359461,66,0.07732683,2141,0.43819792,86,0.05558428,16,0.20481311,,,1,0.00116867,,,,,240,0.07661514,194,0.03510944,27,0.11301327,,,2,0.03261579,5,0.00549263,681,0.0588087,7,0.07003502,1,0.00028868
camping ground manager,2,0.00490954,2,0.00198566,,,3,0.00084768,17,0.03301548,19,0.02226076,20,0.00409339,5,0.00323164,,,,,5,0.00584337,,,,,25,0.00798074,37,0.00669613,8,0.03348541,10,0.06708258,2,0.03261579,,,37,0.00319519,5,0.05002501,21,0.00606218
leather goods patternmaker,2,0.00490954,,,,,8,0.00226047,,,,,7,0.00143269,1,0.00064633,,,,,,,,,,,1,0.00031923,2,0.00036195,1,0.00418568,,,,,2,0.00219705,11,0.00094992,,,,
metallurgical technician,2,0.00490954,14,0.01389964,,,35,0.00988958,,,13,0.01523104,79,0.01616891,1,0.00064633,,,2,0.1814882,6,0.00701205,,,34,0.30019424,50,0.01596149,122,0.02207913,,,,,1,0.01630789,13,0.01428085,90,0.00777207,1,0.010005,29,0.00837158
spark erosion machine operator,2,0.00490954,,,,,1,0.00028256,,,,,1,0.00020467,7,0.0045243,,,,,3,0.00350602,,,,,,,7,0.00126684,,,,,,,1,0.00109853,,,,,1,0.00028868
import export manager in textiles and textile semi-finished raw materials,2,0.00490954,,,,,4,0.00113024,,,,,,,,,,,,,,,,,,,,,6,0.00108586,,,,,,,,,,,,,,
file clerk,2,0.00490954,16,0.01588531,,,22,0.0062163,20,0.03884174,15,0.01757428,160,0.03274716,30,0.01938987,,,,,6,0.00701205,,,1,0.00882924,47,0.0150038,88,0.01592593,8,0.03348541,1,0.00670826,,,60,0.06591161,403,0.03480162,7,0.07003502,78,0.02251667
